CODIGO,DESCRIPCION,LATITUD,LONGITUD,DIRECION,CP,POBLACION,PROVINCIA,PAIS,CERCANIAS,FEVE,COMUN
15015,PALANQUINOS,42.460716,-5.497584,"Pza. Santa Rita, 10",24225,VILLANUEVA DE LAS MANZANAS,LEÓN,ESPAÑA,NO,NO,
15017,TORNEROS (APT),42.516756,-5.559988,,,ONZONILLA,LEÓN,ESPAÑA,NO,NO,
15100,LEÓN,42.596048,-5.582428,"Avda. Palencia, S/N",24009,LEÓN,LEÓN,ESPAÑA,NO,NO,
15104,CUADROS,42.712564,-5.635976,,,CUADROS,LEÓN,ESPAÑA,NO,NO,
15106,LA ROBLA,42.804454,-5.626255,"C/ la Estación, S/N",24640,ROBLA (LA),LEÓN,ESPAÑA,NO,NO,
15108,LA POLA DE GORDÓN,42.854099,-5.674524,"C/ Capitan Lozano, 7",24600,POLA DE GORDÓN (LA),LEÓN,ESPAÑA,NO,NO,
15109,SANTA LUCÍA,42.87515,-5.639613,"C/ Reino de Leon, 1",24650,POLA DE GORDÓN (LA),LEÓN,ESPAÑA,NO,NO,
15110,CIÑERA,42.889356,-5.64046,,,POLA DE GORDÓN (LA),LEÓN,ESPAÑA,NO,NO,
15112,VILLAMANÍN,42.93671,-5.657637,"C/ Estación Ferrocarril, 5",24680,VILLAMANÍN,LEÓN,ESPAÑA,NO,NO,
15113,BUSDONGO,42.984495,-5.705391,"Ctra. N - 630 --- Estación Ferrocarril, 1",24690,VILLAMANÍN,LEÓN,ESPAÑA,NO,NO,
15116,LINARES-CONGOSTINAS,43.101743,-5.772162,"Camino Aspr - 92 --- Estación Ferrocarril, S/N",33694,LENA,ASTURIAS,ESPAÑA,NO,NO,
15118,PUENTE DE LOS FIERROS,43.0715986,-5.769465,Estación Puente los Fierros,33692,LENA,ASTURIAS,ESPAÑA,SI,NO,
15119,LA FRECHA,43.096167,-5.7985997,"C/ Apeadero de Renfe, S/N",33629,LENA,ASTURIAS,ESPAÑA,SI,NO,
15120,CAMPOMANES,43.1100681,-5.8164466,"C/ la Estación, S/N",33620,LENA,ASTURIAS,ESPAÑA,SI,NO,
15121,LA COBERTORIA,43.1301608,-5.8160304,"C/ la Estación, S/N",33630,LENA,ASTURIAS,ESPAÑA,SI,NO,
15122,POLA DE LENA,43.15872,-5.8310263,C/ Ramon y Cajal - S/N,33630,LENA,ASTURIAS,ESPAÑA,SI,NO,
15123,VILLALLANA,43.1838568,-5.8145928,"Avenida de Santiago, S/N, Lena (Asturias)",33695,LENA,ASTURIAS,ESPAÑA,SI,NO,
15200,UJO,43.2046962,-5.7926422,C/ Estación - S/N,33640,MIERES,ASTURIAS,ESPAÑA,SI,NO,
15202,SANTULLANO,43.220899,-5.7855868,Ctra. A Cenera (Mi-3) - S/N,33611,MIERES,ASTURIAS,ESPAÑA,SI,NO,
15203,MIERES-PUENTE,43.2500266,-5.7822622,Barrio del Gonzalin S/N (Mi- 1),33600,MIERES,ASTURIAS,ESPAÑA,SI,NO,
15205,ABLAÑA,43.2676032,-5.8057926,"C/ Ablaña de Arriba, S/N",33650,MIERES,ASTURIAS,ESPAÑA,SI,NO,
15206,LA PEREDA-RIOSA,43.2770867,-5.812235,"C/ Edificio Estación Renfe, S/N",33682,MIERES,ASTURIAS,ESPAÑA,SI,NO,
15207,OLLONIEGO,43.2961226,-5.8188502,C/ la Estación - S/N,33660,OVIEDO,ASTURIAS,ESPAÑA,SI,NO,
15208,SOTO DE REY,43.3064094,-5.8558072,"Ctra. A-66 - Estación Ferrocarril, S/N",33696,RIBERA DE ARRIBA,ASTURIAS,ESPAÑA,SI,NO,
15209,LAS SEGADAS,43.3132419,-5.8691978,"Calle las Segadas de Abajo, S/N",33171,OVIEDO,ASTURIAS,ESPAÑA,SI,NO,
15210,EL CALEYO,43.3290466,-5.8733323,"C/ Lugar El Caleyo, Oviedo (Asturias)",33171,OVIEDO,ASTURIAS,ESPAÑA,SI,NO,
15211,OVIEDO,43.3663577,-5.854838,Calle Uría S/N,33012,OVIEDO,ASTURIAS,ESPAÑA,SI,NO,
15212,LUGONES,43.3880323,-5.827179,"Avda. José Tartiere, 33",33420,SIERO,ASTURIAS,ESPAÑA,SI,NO,
15217,LA CORREDORIA,43.388108,-5.8272527,"C/ Ingeniero Francisco Pintado Fe, S/N",33011,OVIEDO,ASTURIAS,ESPAÑA,SI,NO,
15218,LLAMAQUIQUE,43.3588282,-5.8573201,"Calle Trece Rosas, S/N",33005,OVIEDO,ASTURIAS,ESPAÑA,SI,NO,
15300,LUGO DE LLANERA,43.4423322,-5.8158932,"Calle Asturias S/N, Lugo de Llanera (Asturias)",33690,LLANERA,ASTURIAS,ESPAÑA,SI,NO,
15301,VILLABONA DE ASTURIAS,43.4615187,-5.8263463,Edificio Estación Renfe S/N,33422,LLANERA,ASTURIAS,ESPAÑA,SI,NO,
15302,SERÍN,43.504905,-5.7818821,"Camino Estación S/N, Gijón (Asturias)",33697,GIJÓN,ASTURIAS,ESPAÑA,SI,NO,
15303,MONTEANA,43.5208475,-5.746358,Ctra. Monteana S/N.,33691,GIJÓN,ASTURIAS,ESPAÑA,SI,NO,
15305,VILLABONA-TABLADIELLO,43.4741624,-5.8000538,Apeadero Renfe - Barrio Tabladiello,33422,LLANERA,ASTURIAS,ESPAÑA,SI,NO,
15400,VERIÑA,43.5415755,-5.722797,Veriña de Abajo S/N,33213,GIJÓN,ASTURIAS,ESPAÑA,SI,NO,
15401,CALZADA DE ASTURIAS,43.5353848,-5.6971507,"Avda. Juan Carlos, S/N",33211,GIJÓN,ASTURIAS,ESPAÑA,SI,NO,
15410,GIJÓN-SANZ CRESPO,43.5377329,-5.6758089,"C/ Sanz Crespo, S/N",33207,GIJÓN,ASTURIAS,ESPAÑA,SI,NO,GIJON
16301,FERROÑES,43.4760338,-5.8616217,"C/ Apeadero de Renfe, S/N",33470,LLANERA,ASTURIAS,ESPAÑA,SI,NO,
16302,CANCIENES,43.507333,-5.8692521,"Ctra. de la Chusca, S/N",33470,CORVERA DE ASTURIAS,ASTURIAS,ESPAÑA,SI,NO,
16400,NUBLEDO,43.5234229,-5.8703014,C/ la Estación - S/N,33416,CORVERA DE ASTURIAS,ASTURIAS,ESPAÑA,SI,NO,
16401,VILLALEGRE,43.5400404,-5.9022308,C/ Camino la Fuente - S/N,33406,AVILÉS,ASTURIAS,ESPAÑA,SI,NO,
16402,LA ROCICA,43.5471015,-5.9047083,"C/ Aviles, S/N",33403,AVILÉS,ASTURIAS,ESPAÑA,SI,NO,
16403,AVILÉS,43.561339,-5.9228329,"Avda. de los Telares, 18",33409,AVILÉS,ASTURIAS,ESPAÑA,SI,NO,
16408,LOS CAMPOS,43.5365119,-5.8848823,C/ Mª Josefa Canellada - S/N,33404,CORVERA DE ASTURIAS,ASTURIAS,ESPAÑA,SI,NO,
17000,MADRID-CHAMARTÍN-CLARA CAMPOAMOR,40.4711789,-3.6829524,"C/ Agustin de Foxa, S/N",28036,MADRID,MADRID,ESPAÑA,SI,NO,MADRI
17200,ARANDA DE DUERO-MONTECILLO,41.668616,-3.696814,,,ARANDA DE DUERO,BURGOS,ESPAÑA,NO,NO,
18000,MADRID-ATOCHA CERCANÍAS,40.4066191,-3.6894391,"C/ Glorieta del Emperador Carlos V, 3",28045,MADRID,MADRID,ESPAÑA,SI,NO,MADRI
18001,MADRID-RECOLETOS,40.4233731,-3.690931,"Paseo de Recoletos, 20",28001,MADRID,MADRID,ESPAÑA,SI,NO,
18002,MADRID-NUEVOS MINISTERIOS,40.4466271,-3.6923468,"Paseo de la Castellana, 85 --- C/ Raimundo Fernandez Villaverde",28046,MADRID,MADRID,ESPAÑA,SI,NO,MADRI
18003,MÉNDEZ ÁLVARO P.V.,40.3957768,-3.677844,C/ Pedro Bosch S/N / C/del Ombu S/N,28045,MADRID,MADRID,ESPAÑA,SI,NO,
18004,DELICIAS,40.4004375,-3.6927766,"C/ Paseo de las Delicias, 61",28045,MADRID,MADRID,ESPAÑA,SI,NO,
18005,PIRÁMIDES,40.4025341,-3.7113623,"Paseo de las Acacias, 40",28005,MADRID,MADRID,ESPAÑA,SI,NO,
18101,SOL,40.4168665,-3.7028765,Pza. Puerta de Sol S/N,28013,MADRID,MADRID,ESPAÑA,SI,NO,MADRI
20002,QUINTANA-RANEROS,42.550085,-5.637789,"C/ Guzman El Bueno, S/N",24391,SANTOVENIA DE LA VALDONCINA,LEÓN,ESPAÑA,NO,NO,
20003,VILLADANGOS,42.521743,-5.74542,,,VILLADANGOS DEL PÁRAMO,LEÓN,ESPAÑA,NO,NO,
20005,VEGUELLINA,42.4335,-5.88756,"Paseo Estación Ferrocarril, 34",24350,VILLAREJO DE ÓRBIGO,LEÓN,ESPAÑA,NO,NO,
20006,BARRIENTOS,42.414301,-5.963988,"C/ Santa Ana, 20",24394,VALDERREY,LEÓN,ESPAÑA,NO,NO,
20007,NISTAL,42.424462,-6.00803,"C/ Antonio Aceña, 21",24395,SAN JUSTO DE LA VEGA,LEÓN,ESPAÑA,NO,NO,
20008,VILLAVANTE,42.46458,-5.838914,"C/ El Palacio, 32",24393,SANTA MARINA DEL REY,LEÓN,ESPAÑA,NO,NO,
20100,ASTORGA,42.459489,-6.047212,"Avda. Estación Ferrocarril, S/N",24700,ASTORGA,LEÓN,ESPAÑA,NO,NO,
20101,OTERO DE ESCARPIZO,42.513798,-6.055057,,,VILLAOBISPO DE OTERO,LEÓN,ESPAÑA,NO,NO,
20102,VEGA-MAGAZ,42.55376,-6.068267,"C/ Camino Estación Ferrocarril, S/N",24396,MAGAZ DE CEPEDA,LEÓN,ESPAÑA,NO,NO,
20103,PORQUEROS,42.598935,-6.108238,"C/ Estación Ferrocarril, 5",24397,MAGAZ DE CEPEDA,LEÓN,ESPAÑA,NO,NO,
20104,BRAÑUELAS,42.632631,-6.201002,"Travesia Fanal, 5",24360,VILLAGATÓN,LEÓN,ESPAÑA,NO,NO,
20106,LA GRANJA,42.614874,-6.282495,"Avda. San Vicente, S/N",24378,TORRE DEL BIERZO,LEÓN,ESPAÑA,NO,NO,
20109,TORRE DEL BIERZO,42.595578,-6.329083,"Paseo Estación Ferrocarril, S/N",24370,TORRE DEL BIERZO,LEÓN,ESPAÑA,NO,NO,
20111,BEMBIBRE,42.609558,-6.422048,"C/ Susana Gonzalez, 56",24300,BEMBIBRE,LEÓN,ESPAÑA,NO,NO,
20112,VILLAVERDE DE LOS CESTOS,42.598129,-6.503112,,,CASTROPODAME,LEÓN,ESPAÑA,NO,NO,
20113,SAN MIGUEL DE LAS DUEÑAS,42.586392,-6.523776,"C/ Estación Ferrocarril, 34",24398,CONGOSTO,LEÓN,ESPAÑA,NO,NO,
20200,PONFERRADA,42.545429,-6.602376,"Avda. del Ferrocarril, 15",24400,PONFERRADA,LEÓN,ESPAÑA,NO,NO,
20202,POSADA DEL BIERZO,42.540153,-6.715125,,,CARRACEDELO,LEÓN,ESPAÑA,NO,NO,
20203,VILLADEPALOS,42.53686,-6.751109,"C/ Camino del Apeadero, S/N",24565,CARRACEDELO,LEÓN,ESPAÑA,NO,NO,
20204,TORAL DE LOS VADOS,42.541052,-6.776703,"Pza. Estación Ferrocarril, S/N",24560,TORAL DE LOS VADOS,LEÓN,ESPAÑA,NO,NO,
20206,LA BAROSA,42.499448,-6.82561,,,CARUCEDO,LEÓN,ESPAÑA,NO,NO,
20207,COVAS,42.475326,-6.830878,"C/ Estación Ferrocarril, S/N",32141,RUBIÁ,OURENSE,ESPAÑA,NO,NO,
20208,QUEREÑO,42.420704,-6.829486,"Rúa da Estación, S/N",32320,RUBIÁ,OURENSE,ESPAÑA,NO,NO,
20209,PUMARES,42.404533,-6.859063,,,CARBALLEDA DE VALDEORRAS,OURENSE,ESPAÑA,NO,NO,
20210,SOBRADELO,42.414859,-6.911951,"Ctra. de Entoma - Estación Ferrocarril, S/N",32330,CARBALLEDA DE VALDEORRAS,OURENSE,ESPAÑA,NO,NO,
20211,O BARCO DE VALDEORRAS,42.418301,-6.98503,"Avda. Estación Ferrocarril, S/N",32300,BARCO DE VALDEORRAS (O),OURENSE,ESPAÑA,NO,NO,
20212,VILAMARTÍN DE VALDEORRAS,42.411829,-7.061185,"Pza. Miguel Estevez, S/N",32340,VILAMARTÍN DE VALDEORRAS,OURENSE,ESPAÑA,NO,NO,
20213,A RÚA-PETÍN,42.39276,-7.113284,"Rúa Circunvalación, S/N",32350,RÚA (A),OURENSE,ESPAÑA,NO,NO,
20214,MONTEFURADO,42.39402,-7.1984,"C/ San Miguel Montef, 4",27390,QUIROGA,LUGO,ESPAÑA,NO,NO,
20216,SAN CLODIO-QUIROGA,42.465271,-7.287198,"Rúa Do Ferrocarril, 31",27310,RIBAS DE SIL,LUGO,ESPAÑA,NO,NO,
20218,A POBRA DO BROLLÓN,42.533682,-7.400088,"Avda. da Pobra, S/N",27331,POBRA DO BROLLÓN (A),LUGO,ESPAÑA,NO,NO,
20300,MONFORTE DE LEMOS,42.529682,-7.503589,"Praza da Estación, S/N",27400,MONFORTE DE LEMOS,LUGO,ESPAÑA,NO,NO,
20305,SARRIA,42.784049,-7.418822,"Rúa Ramon Cabanillas, 6",27600,SARRIA,LUGO,ESPAÑA,NO,NO,
20306,PEDRELO-CÉLTIGOS,42.832934,-7.393329,"C/ Celtigos, 84",27617,SARRIA,LUGO,ESPAÑA,NO,NO,
20309,LUGO,43.015222,-7.552176,"Pla. de Conde Fontao, S/N",27003,LUGO,LUGO,ESPAÑA,NO,NO,
20310,RÁBADE,43.121378,-7.624835,"Praza de España, 23",27370,RÁBADE,LUGO,ESPAÑA,NO,NO,
20311,BEGONTE,43.149172,-7.686417,,,BEGONTE,LUGO,ESPAÑA,NO,NO,
20312,BAAMONDE,43.173405,-7.756128,"C/ Estación Ferrocarril, 8",27371,BEGONTE,LUGO,ESPAÑA,NO,NO,
20313,PARGA,43.163644,-7.837383,"Avda. da Estación, 9",27380,GUITIRIZ,LUGO,ESPAÑA,NO,NO,
20314,GUITIRIZ,43.179058,-7.895039,"C/ Estación Ferrocarril, 71",27300,GUITIRIZ,LUGO,ESPAÑA,NO,NO,
20316,TEIXEIRO,43.141411,-8.03769,"C/ Camino Estación Ferrocarril, S/N",15310,CURTIS,"CORUÑA, A",ESPAÑA,NO,NO,
20317,CURTIS,43.127232,-8.143155,"Praza de Compostela, 9",15310,CURTIS,"CORUÑA, A",ESPAÑA,NO,NO,
20318,PIÑOI,43.127922,-8.163498,"C/ Estación Ferrocarril, S/N",15390,CESURAS,"CORUÑA, A",ESPAÑA,NO,NO,
20319,CESURAS,43.173073,-8.2005,"Rúa Estación Ferrocarril, S/N",15391,CESURAS,"CORUÑA, A",ESPAÑA,NO,NO,
20320,OZA DOS RÍOS,43.21877,-8.187111,"C/ Lois, 48",15380,OZA DOS RÍOS,"CORUÑA, A",ESPAÑA,NO,NO,
20400,BETANZOS-INFESTA,43.270698,-8.225847,"Camino Real da Infesta, S/N",15319,BETANZOS,"CORUÑA, A",ESPAÑA,NO,NO,
20402,CECEBRE,43.287913,-8.307767,"C/ Apeadeiro, S/N",15650,CAMBRE,"CORUÑA, A",ESPAÑA,NO,NO,
20403,CAMBRE,43.290502,-8.352104,"Ctra. da Estación Ferrocarril, 47",15660,CAMBRE,"CORUÑA, A",ESPAÑA,NO,NO,
20404,O BURGO-SANTIAGO,43.317841,-8.36875,"C/ Ramon Cabanillas, 8",15670,CULLEREDO,"CORUÑA, A",ESPAÑA,NO,NO,
20410,ELVIÑA-UNIVERSIDADE,43.335222,-8.413061,"C/ Estación Ferrocarril, S/N",15190,CORUÑA (A),"CORUÑA, A",ESPAÑA,NO,NO,
21001,BETANZOS-CIDADE,43.284137,-8.215874,"Rúa Arxentina, 10",15319,BETANZOS,"CORUÑA, A",ESPAÑA,NO,NO,
21002,MIÑO,43.349431,-8.207313,"Pza. Estación Ferrocarril, S/N",15630,MIÑO,"CORUÑA, A",ESPAÑA,NO,NO,
21003,PERBES,43.378197,-8.201106,"C/ A Cruz, 20",15608,MIÑO,"CORUÑA, A",ESPAÑA,NO,NO,
21004,PONTEDEUME,43.411797,-8.180416,"Avda. Ferrol, 77",15614,PONTEDEUME,"CORUÑA, A",ESPAÑA,NO,NO,
21005,CABANAS,43.415585,-8.168828,"Avda. Hilario Ruiz, S/N",15621,CABANAS,"CORUÑA, A",ESPAÑA,NO,NO,
21006,FRANZA,43.438448,-8.197633,,,MUGARDOS,"CORUÑA, A",ESPAÑA,NO,NO,
21007,BARALLOBRE,43.462899,-8.188586,"Rúa Pablo Ares Feal, 43",15528,FENE,"CORUÑA, A",ESPAÑA,NO,NO,
21008,PERLÍO,43.472309,-8.174837,"Rúa Antonia Montero, 4",15500,FENE,"CORUÑA, A",ESPAÑA,NO,NO,
21009,NEDA,43.495351,-8.160967,"Avda. Castelao, 47",15510,NEDA,"CORUÑA, A",ESPAÑA,NO,NO,
21010,FERROL,43.4880467,-8.2310664,"Avda. de Compostela, S/N",15407,FERROL,"CORUÑA, A",ESPAÑA,SI,NO,
21913,POLIGON INDUSTRIAL DEL SEGRE,41.6157446,0.6269556,,25191,,LLEIDA,ESPAÑA,NO,NO,
22001,CANAVAL,42.482882,-7.587733,"Travesia Estación Ferrocarril, 19",27440,SOBER,LUGO,ESPAÑA,NO,NO,
22002,AREAS,42.457799,-7.62879,"Ctra. Lu -P - 5902 - Estación Ferrocarril, S/N",27578,SOBER,LUGO,ESPAÑA,NO,NO,
22003,SANTO ESTEVO DO SIL,42.426921,-7.661676,"Ctra. Lu-P-4103 - Estación Ferrocarril, S/N",27437,PANTÓN,LUGO,ESPAÑA,NO,NO,
22004,SAN PEDRO DO SIL,42.441353,-7.70412,"Ctra. Lu-P-4104 - Estación Ferrocarril, S/N",27470,PANTÓN,LUGO,ESPAÑA,NO,NO,
22005,OS PEARES,42.451439,-7.735523,"Ctra. Lu-P-1004 - Estación Ferrocarril, S/N",32440,PEROXA (A),OURENSE,ESPAÑA,NO,NO,
22006,BARRA DE MIÑO,42.401095,-7.802567,"Rúa da Estación, 34-37",32950,COLES,OURENSE,ESPAÑA,NO,NO,
22100,OURENSE,42.350389,-7.872777,"Avda. Marin, S/N",32001,OURENSE,OURENSE,ESPAÑA,NO,NO,
22101,BARBANTES,42.338376,-8.011721,"Rúa da Estación, 1",32450,CENLLE,OURENSE,ESPAÑA,NO,NO,
22102,RIBADAVIA,42.2931,-8.139261,"Rúa Baixada O Consello, S/N",32400,RIBADAVIA,OURENSE,ESPAÑA,NO,NO,
22103,FILGUEIRA,42.219917,-8.184788,"Ctra. Po - 401 --- Estación Ferrocarril, S/N",36420,CRECENTE,PONTEVEDRA,ESPAÑA,NO,NO,
22104,FRIEIRA,42.154882,-8.201036,"Ctra. Or - 412 --- Estación Ferrocarril, S/N",36428,CRECENTE,PONTEVEDRA,ESPAÑA,NO,NO,
22105,POUSA-CRECENTE,42.136705,-8.234889,"C/ Pousa - Estación Ferrocarril, S/N",36493,CRECENTE,PONTEVEDRA,ESPAÑA,NO,NO,
22106,ARBO,42.107058,-8.300247,"Rúa da Estación, 2",36430,ARBO,PONTEVEDRA,ESPAÑA,NO,NO,
22107,SELA,42.092092,-8.355998,"Ctra. Po-400 Estación Ferrocarril, S/N",36494,ARBO,PONTEVEDRA,ESPAÑA,NO,NO,
22108,AS NEVES,42.075462,-8.420074,"Ctra. Ep - 4203 --- Estación Ferrocarril, S/N",36440,NEVES (AS),PONTEVEDRA,ESPAÑA,NO,NO,
22109,SALVATERRA,42.08164,-8.495141,"Rúa Marques de Viana, S/N",36450,SALVATERRA DE MIÑO,PONTEVEDRA,ESPAÑA,NO,NO,
22110,CALDELAS,42.055813,-8.566343,"Ctra. Po - 404 --- Estación Ferrocarril, S/N",36729,TUI,PONTEVEDRA,ESPAÑA,NO,NO,
22200,GUILLAREI,42.065663,-8.62253,"Pla. Estación Ferrocarril, S/N",36720,TUI,PONTEVEDRA,ESPAÑA,NO,NO,
22201,O PORRIÑO,42.16419,-8.62202,"Rúa Estación Ferrocarril, 9",36400,PORRIÑO (O),PONTEVEDRA,ESPAÑA,NO,NO,
22202,LOUREDO-VALOS,42.234388,-8.596834,,,MOS,PONTEVEDRA,ESPAÑA,NO,NO,
22300,REDONDELA,42.286005,-8.619402,"Avenida de la Estación, S/N",36800,REDONDELA,PONTEVEDRA,ESPAÑA,NO,NO,REDON
22302,CHAPELA,42.264064,-8.675258,,,REDONDELA,PONTEVEDRA,ESPAÑA,NO,NO,
22308,VIGO-GUIXAR,42.2392656,-8.7146089,"Rúa Areal, S/N",36201,VIGO,PONTEVEDRA,ESPAÑA,NO,NO,VIGO-
22401,TUI,42.056534,-8.642884,"Avda. la Concordia, 71",36715,TUI,PONTEVEDRA,ESPAÑA,NO,NO,
22402,VALENÇA DO MINHO,42.024734,-8.639745,Avda. do Espanha,,TUI,PONTEVEDRA,ESPAÑA,NO,NO,
23000,REDONDELA-PICOTA,42.286866,-8.607118,"Camiño Carrascal, 10",36800,REDONDELA,PONTEVEDRA,ESPAÑA,NO,NO,
23001,CESANTES,42.310258,-8.616541,"C/ Estrada Praia de Cesantes, 80",36693,REDONDELA,PONTEVEDRA,ESPAÑA,NO,NO,
23002,ARCADE,42.340549,-8.611178,"Rúa Rosalia de Castro, S/N",36690,SOUTOMAIOR,PONTEVEDRA,ESPAÑA,NO,NO,
23004,PONTEVEDRA,42.421969,-8.635546,"Avda. de la Estación, S/N",36003,PONTEVEDRA,PONTEVEDRA,ESPAÑA,NO,NO,
23005,PORTELA,42.517801,-8.654609,"Ctra. Ep-0506 - Estación Ferrocarril, S/N",36692,BARRO,PONTEVEDRA,ESPAÑA,NO,NO,
23008,VILAGARCÍA DE AROUSA,42.602189,-8.762523,"Plaza da Estación, S/N Vilagarcía de Arousa (Pontevedra)",36600,VILAGARCÍA DE AROUSA,PONTEVEDRA,ESPAÑA,NO,NO,
23009,CATOIRA,42.672166,-8.725291,"Praza Do Doctor Jose R. Vazquez, 1 --- Rúa da Estación, S/N",36612,CATOIRA,PONTEVEDRA,ESPAÑA,NO,NO,
23010,PONTECESURES,42.722985,-8.65213,"Rúa Estación Ferrocarril, 2",36640,PONTECESURES,PONTEVEDRA,ESPAÑA,NO,NO,
23011,PADRÓN,42.738967,-8.652614,"Camiño Luans, 45",15917,PADRÓN,"CORUÑA, A",ESPAÑA,NO,NO,
23012,A ESCRAVITUDE/LA ESCLAVITUD,42.784722,-8.647099,,,PADRÓN,"CORUÑA, A",ESPAÑA,NO,NO,
23013,OSEBE,42.825298,-8.61584,"Ctra. Dp-0205 - Estación Ferrocarril, S/N",15866,TEO,"CORUÑA, A",ESPAÑA,NO,NO,
23018,PONTEVEDRA UNIVERSIDAD,42.4387499,-8.6304812,"Avda. Buenos Aires, 74 - Camino da Via - Estación Ferrocarril, S/N",36002,PONTEVEDRA,PONTEVEDRA,ESPAÑA,NO,NO,
23021,PADRÓN BARBANZA,42.738967,-8.652614,"Ctra. Dp-3302 - Estación Ferrocarril, S/N",15980,PADRÓN,"CORUÑA, A",ESPAÑA,NO,NO,
30000,MONFRAGÜE,39.937464,-6.10091,"Ctra. Estación Ferrocarril Malpartida, S/N",10680,MALPARTIDA DE PLASENCIA,CÁCERES,ESPAÑA,NO,NO,
30002,PLASENCIA,40.022282,-6.099397,"C/ Alfonso Camargo, S/N",10600,PLASENCIA,CÁCERES,ESPAÑA,NO,NO,
30100,SALAMANCA,40.972235,-5.64899,"Paseo de la Estación, 122",37004,SALAMANCA,SALAMANCA,ESPAÑA,NO,NO,SALAM
30110,SALAMANCA-LA ALAMEDILLA,40.966763,-5.656366,"Paseo del Ferrocarril, S/N",37003,SALAMANCA,SALAMANCA,ESPAÑA,NO,NO,SALAM
30200,ZAMORA,41.515892,-5.739675,"Ctra. de la Estación, S/N",49004,ZAMORA,ZAMORA,ESPAÑA,NO,NO,
31002,NAVA DEL REY,41.334716,-5.076818,"C/ Juan Antonio Carmona, 5",47500,NAVA DEL REY,VALLADOLID,ESPAÑA,NO,NO,
31006,TORO,41.512201,-5.384953,"Barrio Azucarera Duero - Ctra. Estación, 42",49800,TORO,ZAMORA,ESPAÑA,NO,NO,
31104,CARBAJALES DE ALBA,41.681542,-5.971906,"Ctra. Za - P - 2439 --- Estación Ferrocarril, S/N",49160,CARBAJALES DE ALBA,ZAMORA,ESPAÑA,NO,NO,
31106,FERRERUELA DE TÁBARA,41.764106,-6.0739,"C/ Apeadero, S/N",49550,FERRERUELA DE HUERVA,ZAMORA,ESPAÑA,NO,NO,
31107,ABEJERA,41.80942,-6.141851,"Ctra. Za - 2450 - C/ Escuela - Estación Ferrocarril, S/N",49591,RIOFRÍO DE ALISTE,ZAMORA,ESPAÑA,NO,NO,
31108,SARRACÍN DE ALISTE,41.848497,-6.20513,"Ctra. Za-P-1407 - Estación Ferrocarril, S/N",49591,RIOFRÍO DE ALISTE,ZAMORA,ESPAÑA,NO,NO,
31109,CABAÑAS DE ALISTE,41.854595,-6.24635,"Travesia Piedras Cabañas, S/N",49592,SAN VICENTE DE LA CABEZA,ZAMORA,ESPAÑA,NO,NO,
31112,LINAREJOS-PEDROSO,41.946963,-6.484541,"Ctra. Za - P - 2640 --- Estación Ferrocarril, S/N",49593,MANZANAL DE ARRIBA,ZAMORA,ESPAÑA,NO,NO,
31200,PUEBLA DE SANABRIA,42.045763,-6.626848,"Ctra. Estación Ferrocarril, 24",49300,PUEBLA DE SANABRIA,ZAMORA,ESPAÑA,NO,NO,PUEBL
31201,PEDRALBA,42.027133,-6.696671,,,PEDRALBA DE LA PRADERÍA,ZAMORA,ESPAÑA,NO,NO,
31203,LUBIÁN,42.038042,-6.894221,,,LUBIÁN,ZAMORA,ESPAÑA,NO,NO,
31204,A MEZQUITA-VILAVELLA,42.044181,-7.019624,,,MEZQUITA (A),OURENSE,ESPAÑA,NO,NO,
31205,A GUDIÑA,42.0606439,-7.132532,"Carretera N-525 - Beato Sebastian Aparicio, S/N",32540,GUDIÑA (A),OURENSE,ESPAÑA,NO,NO,
31206,VILARIÑO DE CONSO.-A CAPELA,42.070043,-7.234218,,,VILARIÑO DE CONSO,OURENSE,ESPAÑA,NO,NO,
31207,CASTRELO DO VAL-VERÍN-CAMPOBECERROS,42.062588,-7.33332,,,CASTRELO DO VAL,OURENSE,ESPAÑA,NO,NO,
31208,LAZA-CERDEDELO,42.08798,-7.403862,,,LAZA,OURENSE,ESPAÑA,NO,NO,
31209,A ALBERGUERÍA-PRADO,42.125586,-7.511292,,,VILAR DE BARRIO,OURENSE,ESPAÑA,NO,NO,
31210,VILAR DE BARRIO/VILLAR DE BARRIO,42.163348,-7.598626,,,VILAR DE BARRIO,OURENSE,ESPAÑA,NO,NO,
31211,BAÑOS DE MOLGAS,42.237629,-7.68306,,,BAÑOS DE MOLGAS,OURENSE,ESPAÑA,NO,NO,
31212,PONTEAMBIA,42.225896,-7.719185,,,BAÑOS DE MOLGAS,OURENSE,ESPAÑA,NO,NO,
31213,PADERNE-CANTOÑA,42.255177,-7.753982,,,PADERNE DE ALLARIZ,OURENSE,ESPAÑA,NO,NO,
31214,TABOADELA,42.265396,-7.831787,,,TABOADELA,OURENSE,ESPAÑA,NO,NO,
31215,OURENSE-SAN FRANCISCO,42.33267,-7.860884,"Rua Pena Trevinca, 39",32005,OURENSE,OURENSE,ESPAÑA,NO,NO,
31303,A FRIELA-MASIDE,42.411401,-8.028967,"Ctra. Ou - 0303 - Rúa San Amaro, S/N",32570,MASIDE,OURENSE,ESPAÑA,NO,NO,
31304,O CARBALLIÑO,42.43134,-8.068874,"Avda. O Vintecinco de Xullo, S/N",32500,CARBALLIÑO (O),OURENSE,ESPAÑA,NO,NO,
